,Year,Coach1,Balance1,Coach2,Balance2,Coach3,Balance3,Coach4,Balance4,Coach1Wins,Coach1Lose,Coach2Wins,Coach2Lose,Coach3Wins,Coach3Lose,Coach4Wins,Coach4Lose,Total1,Total2,Total3,Total4,Precentage1,Precentage2,Precentage3,Precentage4
20,2003,Jeff Bzdelik,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
22,2002,Dan Issel,9-17,Mike Evans,18-38,nan,nan,nan,nan,9.0,17.0,18.0,38.0,0.0,0.0,0.0,0.0,26,56,0,0,34,32,,
23,2001,Dan Issel,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
24,2000,Dan Issel,35-47,nan,nan,nan,nan,nan,nan,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,42,,,
25,1999,Mike D'Antoni,14-36,nan,nan,nan,nan,nan,nan,14.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,28,,,
26,1998,Bill Hanzlik,11-71,nan,nan,nan,nan,nan,nan,11.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,13,,,
28,1997,Bernie Bickerstaff,4-9,Dick Motta,17-52,nan,nan,nan,nan,4.0,9.0,17.0,52.0,0.0,0.0,0.0,0.0,13,69,0,0,30,24,,
29,1996,Bernie Bickerstaff,35-47,nan,nan,nan,nan,nan,nan,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,42,,,
32,1995,Dan Issel,18-16,Gene Littles,3-13,Bernie Bickerstaff,20-12,nan,nan,18.0,16.0,3.0,13.0,20.0,12.0,0.0,0.0,34,16,32,0,52,18,62,
33,1994,Dan Issel,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
34,1993,Dan Issel,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
35,1992,Paul Westhead,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
36,1991,Paul Westhead,20-62,nan,nan,nan,nan,nan,nan,20.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,24,,,
37,1990,Doug Moe,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
38,1989,Doug Moe,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
39,1988,Doug Moe,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
40,1987,Doug Moe,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
41,1986,Doug Moe,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
42,1985,Doug Moe,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
43,1984,Doug Moe,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
44,1983,Doug Moe,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
45,1982,Doug Moe,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
47,1981,Donnie Walsh,11-20,Doug Moe,26-25,nan,nan,nan,nan,11.0,20.0,26.0,25.0,0.0,0.0,0.0,0.0,31,51,0,0,35,50,,
48,1980,Donnie Walsh,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
50,1979,Larry Brown,28-25,Donnie Walsh,19-10,nan,nan,nan,nan,28.0,25.0,19.0,10.0,0.0,0.0,0.0,0.0,53,29,0,0,52,65,,
51,1978,Larry Brown,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
52,1977,Larry Brown,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
53,1976,Larry Brown,60-24,nan,nan,nan,nan,nan,nan,60.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,71,,,
54,1975,Larry Brown,65-19,nan,nan,nan,nan,nan,nan,65.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,77,,,
55,1974,Alex Hannum,37-47,nan,nan,nan,nan,nan,nan,37.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,44,,,
56,1973,Alex Hannum,47-37,nan,nan,nan,nan,nan,nan,47.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,55,,,
57,1972,Alex Hannum,34-50,nan,nan,nan,nan,nan,nan,34.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,40,,,
59,1971,Joe Belmont,3-10,Stan Albeck,27-44,nan,nan,nan,nan,3.0,10.0,27.0,44.0,0.0,0.0,0.0,0.0,13,71,0,0,23,38,,
61,1970,John McLendon,9-19,Joe Belmont,42-14,nan,nan,nan,nan,9.0,19.0,42.0,14.0,0.0,0.0,0.0,0.0,28,56,0,0,32,75,,
62,1969,Bob Bass,44-34,nan,nan,nan,nan,nan,nan,44.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,0,0,56,,,
63,1968,Bob Bass,45-33,nan,nan,nan,nan,nan,nan,45.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,0,0,57,,,
1,2019,Dwane Casey,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
2,2018,Stan Van Gundy,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
3,2017,Stan Van Gundy,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
4,2016,Stan Van Gundy,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
5,2015,Stan Van Gundy,32-50,nan,nan,nan,nan,nan,nan,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,39,,,
7,2014,Maurice Cheeks,21-29,John Loyer,8-24,nan,nan,nan,nan,21.0,29.0,8.0,24.0,0.0,0.0,0.0,0.0,50,32,0,0,42,25,,
8,2013,Lawrence Frank,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
9,2012,Lawrence Frank,25-41,nan,nan,nan,nan,nan,nan,25.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,37,,,
10,2011,John Kuester,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
11,2010,John Kuester,27-55,nan,nan,nan,nan,nan,nan,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,32,,,
12,2009,Michael Curry,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
13,2008,Flip Saunders,59-23,nan,nan,nan,nan,nan,nan,59.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,71,,,
14,2007,Flip Saunders,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
15,2006,Flip Saunders,64-18,nan,nan,nan,nan,nan,nan,64.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,78,,,
16,2005,Larry Brown,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
17,2004,Larry Brown,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
18,2003,Rick Carlisle,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
19,2002,Rick Carlisle,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
20,2001,George Irvine,32-50,nan,nan,nan,nan,nan,nan,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,39,,,
22,2000,Alvin Gentry,28-30,George Irvine,14-10,nan,nan,nan,nan,28.0,30.0,14.0,10.0,0.0,0.0,0.0,0.0,58,24,0,0,48,58,,
23,1999,Alvin Gentry,29-21,nan,nan,nan,nan,nan,nan,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,57,,,
25,1998,Doug Collins,21-24,Alvin Gentry,16-21,nan,nan,nan,nan,21.0,24.0,16.0,21.0,0.0,0.0,0.0,0.0,45,37,0,0,46,43,,
26,1997,Doug Collins,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
27,1996,Doug Collins,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
28,1995,Don Chaney,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
29,1994,Don Chaney,20-62,nan,nan,nan,nan,nan,nan,20.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,24,,,
30,1993,Ron Rothstein,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
31,1992,Chuck Daly,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
32,1991,Chuck Daly,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
33,1990,Chuck Daly,59-23,nan,nan,nan,nan,nan,nan,59.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,71,,,
34,1989,Chuck Daly,63-19,nan,nan,nan,nan,nan,nan,63.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,76,,,
35,1988,Chuck Daly,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
36,1987,Chuck Daly,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
37,1986,Chuck Daly,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
38,1985,Chuck Daly,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
39,1984,Chuck Daly,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
40,1983,Scotty Robertson,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
41,1982,Scotty Robertson,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
42,1981,Scotty Robertson,21-61,nan,nan,nan,nan,nan,nan,21.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,25,,,
44,1980,Dick Vitale,4-8,Richie Adubato,12-58,nan,nan,nan,nan,4.0,8.0,12.0,58.0,0.0,0.0,0.0,0.0,12,70,0,0,33,17,,
45,1979,Dick Vitale,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
47,1978,Herb Brown,9-15,Bob Kauffman,29-29,nan,nan,nan,nan,9.0,15.0,29.0,29.0,0.0,0.0,0.0,0.0,24,58,0,0,37,50,,
48,1977,Herb Brown,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
50,1976,Ray Scott,17-25,Herb Brown,19-21,nan,nan,nan,nan,17.0,25.0,19.0,21.0,0.0,0.0,0.0,0.0,42,40,0,0,40,47,,
51,1975,Ray Scott,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
52,1974,Ray Scott,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
54,1973,Earl Lloyd,2-5,Ray Scott,38-37,nan,nan,nan,nan,2.0,5.0,38.0,37.0,0.0,0.0,0.0,0.0,7,75,0,0,28,50,,
57,1972,Butch van Breda Kolff,6-4,Terry Dischinger,0-2,Earl Lloyd,20-50,nan,nan,6.0,4.0,0.0,2.0,20.0,50.0,0.0,0.0,10,2,70,0,60,0,28,
58,1971,Butch van Breda Kolff,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
59,1970,Butch van Breda Kolff,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
61,1969,Donnie Butcher,10-12,Paul Seymour,22-38,nan,nan,nan,nan,10.0,12.0,22.0,38.0,0.0,0.0,0.0,0.0,22,60,0,0,45,36,,
62,1968,Donnie Butcher,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
64,1967,Dave DeBusschere,28-45,Donnie Butcher,2-6,nan,nan,nan,nan,28.0,45.0,2.0,6.0,0.0,0.0,0.0,0.0,73,8,0,0,38,25,,
65,1966,Dave DeBusschere,22-58,nan,nan,nan,nan,nan,nan,22.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,27,,,
67,1965,Charles Wolf,2-9,Dave DeBusschere,29-40,nan,nan,nan,nan,2.0,9.0,29.0,40.0,0.0,0.0,0.0,0.0,11,69,0,0,18,42,,
68,1964,Charles Wolf,23-57,nan,nan,nan,nan,nan,nan,23.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,28,,,
69,1963,Dick McGuire,34-46,nan,nan,nan,nan,nan,nan,34.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,42,,,
70,1962,Dick McGuire,37-43,nan,nan,nan,nan,nan,nan,37.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,46,,,
71,1961,Dick McGuire,34-45,nan,nan,nan,nan,nan,nan,34.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0,0,0,43,,,
73,1960,Red Rocha,13-21,Dick McGuire,17-24,nan,nan,nan,nan,13.0,21.0,17.0,24.0,0.0,0.0,0.0,0.0,34,41,0,0,38,41,,
74,1959,Red Rocha,28-44,nan,nan,nan,nan,nan,nan,28.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,38,,,
76,1958,Charles Eckman,9-16,Red Rocha,24-23,nan,nan,nan,nan,9.0,16.0,24.0,23.0,0.0,0.0,0.0,0.0,25,47,0,0,36,51,,
77,1957,Charles Eckman,34-38,nan,nan,nan,nan,nan,nan,34.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,47,,,
78,1956,Charles Eckman,37-35,nan,nan,nan,nan,nan,nan,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,51,,,
79,1955,Charles Eckman,43-29,nan,nan,nan,nan,nan,nan,43.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,59,,,
80,1954,Paul Birch,40-32,nan,nan,nan,nan,nan,nan,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,55,,,
81,1953,Paul Birch,36-33,nan,nan,nan,nan,nan,nan,36.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,52,,,
82,1952,Paul Birch,29-37,nan,nan,nan,nan,nan,nan,29.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,43,,,
83,1951,Murray Mendenhall,32-36,nan,nan,nan,nan,nan,nan,32.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,0,47,,,
84,1950,Murray Mendenhall,40-28,nan,nan,nan,nan,nan,nan,40.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,0,58,,,
86,1949,Carl Bennett,0-6,Curly Armstrong,22-32,nan,nan,nan,nan,0.0,6.0,22.0,32.0,0.0,0.0,0.0,0.0,6,54,0,0,0,40,,
1,2019,Steve Kerr,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
2,2018,Steve Kerr,58-24,nan,nan,nan,nan,nan,nan,58.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,70,,,
3,2017,Steve Kerr,67-15,nan,nan,nan,nan,nan,nan,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,81,,,
4,2016,Steve Kerr,73-9,nan,nan,nan,nan,nan,nan,73.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,89,,,
5,2015,Steve Kerr,67-15,nan,nan,nan,nan,nan,nan,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,81,,,
6,2014,Mark Jackson,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
7,2013,Mark Jackson,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
8,2012,Mark Jackson,23-43,nan,nan,nan,nan,nan,nan,23.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,34,,,
9,2011,Keith Smart,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
10,2010,Don Nelson,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
11,2009,Don Nelson,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
12,2008,Don Nelson,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
13,2007,Don Nelson,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
14,2006,Mike Montgomery,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
15,2005,Mike Montgomery,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
16,2004,Eric Musselman,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
17,2003,Eric Musselman,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
19,2002,Dave Cowens,8-15,Brian Winters,13-46,nan,nan,nan,nan,8.0,15.0,13.0,46.0,0.0,0.0,0.0,0.0,23,59,0,0,34,22,,
20,2001,Dave Cowens,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
22,2000,P.J. Carlesimo,6-21,Garry St. Jean,13-42,nan,nan,nan,nan,6.0,21.0,13.0,42.0,0.0,0.0,0.0,0.0,27,55,0,0,22,23,,
23,1999,P.J. Carlesimo,21-29,nan,nan,nan,nan,nan,nan,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,42,,,
24,1998,P.J. Carlesimo,19-63,nan,nan,nan,nan,nan,nan,19.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,23,,,
25,1997,Rick Adelman,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
26,1996,Rick Adelman,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
28,1995,Don Nelson,14-31,Bob Lanier,12-25,nan,nan,nan,nan,14.0,31.0,12.0,25.0,0.0,0.0,0.0,0.0,45,37,0,0,31,32,,
29,1994,Don Nelson,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
30,1993,Don Nelson,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
31,1992,Don Nelson,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
32,1991,Don Nelson,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
33,1990,Don Nelson,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
34,1989,Don Nelson,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
36,1988,George Karl,16-48,Ed Gregory,4-14,nan,nan,nan,nan,16.0,48.0,4.0,14.0,0.0,0.0,0.0,0.0,64,18,0,0,25,22,,
37,1987,George Karl,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
38,1986,Johnny Bach,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
39,1985,Johnny Bach,22-60,nan,nan,nan,nan,nan,nan,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,26,,,
40,1984,Johnny Bach,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
41,1983,Al Attles,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
42,1982,Al Attles,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
43,1981,Al Attles,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
45,1980,Al Attles,18-43,Johnny Bach,6-15,nan,nan,nan,nan,18.0,43.0,6.0,15.0,0.0,0.0,0.0,0.0,61,21,0,0,29,28,,
46,1979,Al Attles,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
47,1978,Al Attles,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
48,1977,Al Attles,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
49,1976,Al Attles,59-23,nan,nan,nan,nan,nan,nan,59.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,71,,,
50,1975,Al Attles,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
51,1974,Al Attles,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
52,1973,Al Attles,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
53,1972,Al Attles,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
54,1971,Al Attles,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
56,1970,George Lee,22-30,Al Attles,8-22,nan,nan,nan,nan,22.0,30.0,8.0,22.0,0.0,0.0,0.0,0.0,52,30,0,0,42,26,,
57,1969,George Lee,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
58,1968,Bill Sharman,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
59,1967,Bill Sharman,44-37,nan,nan,nan,nan,nan,nan,44.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,0,54,,,
60,1966,Alex Hannum,35-45,nan,nan,nan,nan,nan,nan,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,43,,,
61,1965,Alex Hannum,17-63,nan,nan,nan,nan,nan,nan,17.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,21,,,
62,1964,Alex Hannum,48-32,nan,nan,nan,nan,nan,nan,48.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,60,,,
63,1963,Bob Feerick,31-49,nan,nan,nan,nan,nan,nan,31.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,38,,,
64,1962,Frank McGuire,49-31,nan,nan,nan,nan,nan,nan,49.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,61,,,
65,1961,Neil Johnston,46-33,nan,nan,nan,nan,nan,nan,46.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0,0,0,58,,,
66,1960,Neil Johnston,49-26,nan,nan,nan,nan,nan,nan,49.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,75,0,0,0,65,,,
67,1959,Al Cervi,32-40,nan,nan,nan,nan,nan,nan,32.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,44,,,
68,1958,George Senesky,37-35,nan,nan,nan,nan,nan,nan,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,51,,,
69,1957,George Senesky,37-35,nan,nan,nan,nan,nan,nan,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,51,,,
70,1956,George Senesky,45-27,nan,nan,nan,nan,nan,nan,45.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,62,,,
