,Year,Coach1,Balance1,Coach2,Balance2,Coach3,Balance3,Coach4,Balance4,Coach1Wins,Coach1Lose,Coach2Wins,Coach2Lose,Coach3Wins,Coach3Lose,Coach4Wins,Coach4Lose,Total1,Total2,Total3,Total4,Precentage1,Precentage2,Precentage3,Precentage4
4,2017,Tom Thibodeau,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
5,2016,Sam Mitchell,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
6,2015,Flip Saunders,16-66,nan,nan,nan,nan,nan,nan,16.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,19,,,
7,2014,Rick Adelman,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
8,2013,Rick Adelman,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
9,2012,Rick Adelman,26-40,nan,nan,nan,nan,nan,nan,26.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,39,,,
10,2011,Kurt Rambis,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
11,2010,Kurt Rambis,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
13,2009,Randy Wittman,4-15,Kevin McHale,20-43,nan,nan,nan,nan,4.0,15.0,20.0,43.0,0.0,0.0,0.0,0.0,19,63,0,0,21,31,,
14,2008,Randy Wittman,22-60,nan,nan,nan,nan,nan,nan,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,26,,,
16,2007,Dwane Casey,20-20,Randy Wittman,12-30,nan,nan,nan,nan,20.0,20.0,12.0,30.0,0.0,0.0,0.0,0.0,40,42,0,0,50,28,,
17,2006,Dwane Casey,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
19,2005,Flip Saunders,25-26,Kevin McHale,19-12,nan,nan,nan,nan,25.0,26.0,19.0,12.0,0.0,0.0,0.0,0.0,51,31,0,0,49,61,,
20,2004,Flip Saunders,58-24,nan,nan,nan,nan,nan,nan,58.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,70,,,
21,2003,Flip Saunders,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
22,2002,Flip Saunders,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
23,2001,Flip Saunders,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
24,2000,Flip Saunders,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
25,1999,Flip Saunders,25-25,nan,nan,nan,nan,nan,nan,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,50,,,
26,1998,Flip Saunders,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
27,1997,Flip Saunders,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
29,1996,Bill Blair,6-14,Flip Saunders,20-42,nan,nan,nan,nan,6.0,14.0,20.0,42.0,0.0,0.0,0.0,0.0,20,62,0,0,30,32,,
30,1995,Bill Blair,21-61,nan,nan,nan,nan,nan,nan,21.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,25,,,
31,1994,Sidney Lowe,20-62,nan,nan,nan,nan,nan,nan,20.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,24,,,
33,1993,Jimmy Rodgers,6-23,Sidney Lowe,13-40,nan,nan,nan,nan,6.0,23.0,13.0,40.0,0.0,0.0,0.0,0.0,29,53,0,0,20,24,,
34,1992,Jimmy Rodgers,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
35,1991,Bill Musselman,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
36,1990,Bill Musselman,22-60,nan,nan,nan,nan,nan,nan,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,26,,,
1,2020,Kenny Atkinson,28-34,Jacque Vaughn,2-0,nan,nan,nan,nan,28.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,62,2,0,0,45,100,,
2,2019,Kenny Atkinson,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
3,2018,Kenny Atkinson,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
4,2017,Kenny Atkinson,20-62,nan,nan,nan,nan,nan,nan,20.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,24,,,
6,2016,Lionel Hollins,10-27,Tony Brown,11-34,nan,nan,nan,nan,10.0,27.0,11.0,34.0,0.0,0.0,0.0,0.0,37,45,0,0,27,24,,
7,2015,Lionel Hollins,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
8,2014,Jason Kidd,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
10,2013,Avery Johnson,14-14,P.J. Carlesimo,35-19,nan,nan,nan,nan,14.0,14.0,35.0,19.0,0.0,0.0,0.0,0.0,28,54,0,0,50,64,,
11,2012,Avery Johnson,22-44,nan,nan,nan,nan,nan,nan,22.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,33,,,
12,2011,Avery Johnson,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
15,2010,Lawrence Frank,0-16,Tom Barrise,0-2,Kiki Vandeweghe,12-52,nan,nan,0.0,16.0,0.0,2.0,12.0,52.0,0.0,0.0,16,2,64,0,0,0,18,
16,2009,Lawrence Frank,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
17,2008,Lawrence Frank,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
18,2007,Lawrence Frank,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
19,2006,Lawrence Frank,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
20,2005,Lawrence Frank,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
22,2004,Byron Scott,22-20,Lawrence Frank,25-15,nan,nan,nan,nan,22.0,20.0,25.0,15.0,0.0,0.0,0.0,0.0,42,40,0,0,52,62,,
23,2003,Byron Scott,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
24,2002,Byron Scott,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
25,2001,Byron Scott,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
26,2000,Don Casey,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
28,1999,John Calipari,3-17,Don Casey,13-17,nan,nan,nan,nan,3.0,17.0,13.0,17.0,0.0,0.0,0.0,0.0,20,30,0,0,15,43,,
29,1998,John Calipari,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
30,1997,John Calipari,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
31,1996,Butch Beard,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
32,1995,Butch Beard,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
33,1994,Chuck Daly,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
34,1993,Chuck Daly,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
35,1992,Bill Fitch,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
36,1991,Bill Fitch,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
37,1990,Bill Fitch,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
38,1989,Willis Reed,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
41,1988,Dave Wohl,2-13,Bob MacKinnon,10-29,Willis Reed,7-21,nan,nan,2.0,13.0,10.0,29.0,7.0,21.0,0.0,0.0,15,39,28,0,13,25,25,
42,1987,Dave Wohl,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
43,1986,Dave Wohl,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
44,1985,Stan Albeck,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
45,1984,Stan Albeck,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
47,1983,Larry Brown,47-29,Bill Blair,2-4,nan,nan,nan,nan,47.0,29.0,2.0,4.0,0.0,0.0,0.0,0.0,76,6,0,0,61,33,,
48,1982,Larry Brown,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
50,1981,Kevin Loughery,12-23,Bob MacKinnon,12-35,nan,nan,nan,nan,12.0,23.0,12.0,35.0,0.0,0.0,0.0,0.0,35,47,0,0,34,25,,
51,1980,Kevin Loughery,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
52,1979,Kevin Loughery,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
53,1978,Kevin Loughery,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
54,1977,Kevin Loughery,22-60,nan,nan,nan,nan,nan,nan,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,26,,,
55,1976,Kevin Loughery,55-29,nan,nan,nan,nan,nan,nan,55.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,65,,,
56,1975,Kevin Loughery,58-26,nan,nan,nan,nan,nan,nan,58.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,69,,,
57,1974,Kevin Loughery,55-29,nan,nan,nan,nan,nan,nan,55.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,65,,,
58,1973,Lou Carnesecca,30-54,nan,nan,nan,nan,nan,nan,30.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,35,,,
59,1972,Lou Carnesecca,44-40,nan,nan,nan,nan,nan,nan,44.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,52,,,
60,1971,Lou Carnesecca,40-44,nan,nan,nan,nan,nan,nan,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,47,,,
61,1970,York Larese,39-45,nan,nan,nan,nan,nan,nan,39.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,46,,,
62,1969,Max Zaslofsky,17-61,nan,nan,nan,nan,nan,nan,17.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,0,0,21,,,
63,1968,Max Zaslofsky,36-42,nan,nan,nan,nan,nan,nan,36.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,0,0,46,,,
1,2019,Alvin Gentry,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
2,2018,Alvin Gentry,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
3,2017,Alvin Gentry,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
4,2016,Alvin Gentry,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
5,2015,Monty Williams,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
6,2014,Monty Williams,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
7,2013,Monty Williams,27-55,nan,nan,nan,nan,nan,nan,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,32,,,
8,2012,Monty Williams,21-45,nan,nan,nan,nan,nan,nan,21.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,31,,,
9,2011,Monty Williams,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
11,2010,Byron Scott,3-6,Jeff Bower,34-39,nan,nan,nan,nan,3.0,6.0,34.0,39.0,0.0,0.0,0.0,0.0,9,73,0,0,33,46,,
12,2009,Byron Scott,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
13,2008,Byron Scott,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
14,2007,Byron Scott,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
15,2006,Byron Scott,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
16,2005,Byron Scott,18-64,nan,nan,nan,nan,nan,nan,18.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,21,,,
17,2004,Tim Floyd,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
18,2003,Paul Silas,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
1,2020,David Fizdale,4-18,Mike Miller,17-27,nan,nan,nan,nan,4.0,18.0,17.0,27.0,0.0,0.0,0.0,0.0,22,44,0,0,18,38,,
2,2019,David Fizdale,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
3,2018,Jeff Hornacek,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
4,2017,Jeff Hornacek,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
6,2016,Derek Fisher,23-31,Kurt Rambis,9-19,nan,nan,nan,nan,23.0,31.0,9.0,19.0,0.0,0.0,0.0,0.0,54,28,0,0,42,32,,
7,2015,Derek Fisher,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
8,2014,Mike Woodson,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
9,2013,Mike Woodson,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
11,2012,Mike D'Antoni,18-24,Mike Woodson,18-6,nan,nan,nan,nan,18.0,24.0,18.0,6.0,0.0,0.0,0.0,0.0,42,24,0,0,42,75,,
12,2011,Mike D'Antoni,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
13,2010,Mike D'Antoni,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
14,2009,Mike D'Antoni,32-50,nan,nan,nan,nan,nan,nan,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,39,,,
15,2008,Isiah Thomas,23-59,nan,nan,nan,nan,nan,nan,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,28,,,
16,2007,Isiah Thomas,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
17,2006,Larry Brown,23-59,nan,nan,nan,nan,nan,nan,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,28,,,
19,2005,Lenny Wilkens,17-22,Herb Williams,16-27,nan,nan,nan,nan,17.0,22.0,16.0,27.0,0.0,0.0,0.0,0.0,39,43,0,0,43,37,,
22,2004,Don Chaney,15-24,Herb Williams,1-0,Lenny Wilkens,23-19,nan,nan,15.0,24.0,1.0,0.0,23.0,19.0,0.0,0.0,39,1,42,0,38,100,54,
23,2003,Don Chaney,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
25,2002,Jeff Van Gundy,10-9,Don Chaney,20-43,nan,nan,nan,nan,10.0,9.0,20.0,43.0,0.0,0.0,0.0,0.0,19,63,0,0,52,31,,
26,2001,Jeff Van Gundy,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
27,2000,Jeff Van Gundy,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
28,1999,Jeff Van Gundy,27-23,nan,nan,nan,nan,nan,nan,27.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,54,,,
29,1998,Jeff Van Gundy,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
30,1997,Jeff Van Gundy,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
32,1996,Don Nelson,34-25,Jeff Van Gundy,13-10,nan,nan,nan,nan,34.0,25.0,13.0,10.0,0.0,0.0,0.0,0.0,59,23,0,0,57,56,,
33,1995,Pat Riley,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
34,1994,Pat Riley,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
35,1993,Pat Riley,60-22,nan,nan,nan,nan,nan,nan,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,73,,,
36,1992,Pat Riley,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
38,1991,Stu Jackson,7-8,John MacLeod,32-35,nan,nan,nan,nan,7.0,8.0,32.0,35.0,0.0,0.0,0.0,0.0,15,67,0,0,46,47,,
39,1990,Stu Jackson,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
40,1989,Rick Pitino,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
41,1988,Rick Pitino,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
43,1987,Hubie Brown,4-12,Bob Hill,20-46,nan,nan,nan,nan,4.0,12.0,20.0,46.0,0.0,0.0,0.0,0.0,16,66,0,0,25,30,,
44,1986,Hubie Brown,23-59,nan,nan,nan,nan,nan,nan,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,28,,,
45,1985,Hubie Brown,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
46,1984,Hubie Brown,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
47,1983,Hubie Brown,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
48,1982,Red Holzman,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
49,1981,Red Holzman,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
50,1980,Red Holzman,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
52,1979,Willis Reed,6-8,Red Holzman,25-43,nan,nan,nan,nan,6.0,8.0,25.0,43.0,0.0,0.0,0.0,0.0,14,68,0,0,42,36,,
53,1978,Willis Reed,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
54,1977,Red Holzman,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
55,1976,Red Holzman,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
56,1975,Red Holzman,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
57,1974,Red Holzman,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
58,1973,Red Holzman,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
59,1972,Red Holzman,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
60,1971,Red Holzman,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
61,1970,Red Holzman,60-22,nan,nan,nan,nan,nan,nan,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,73,,,
62,1969,Red Holzman,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
64,1968,Dick McGuire,15-23,Red Holzman,28-16,nan,nan,nan,nan,15.0,23.0,28.0,16.0,0.0,0.0,0.0,0.0,38,44,0,0,39,63,,
65,1967,Dick McGuire,36-45,nan,nan,nan,nan,nan,nan,36.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,0,44,,,
67,1966,Harry Gallatin,6-15,Dick McGuire,24-35,nan,nan,nan,nan,6.0,15.0,24.0,35.0,0.0,0.0,0.0,0.0,21,59,0,0,28,40,,
69,1965,Eddie Donovan,12-26,Harry Gallatin,19-23,nan,nan,nan,nan,12.0,26.0,19.0,23.0,0.0,0.0,0.0,0.0,38,42,0,0,31,45,,
70,1964,Eddie Donovan,22-58,nan,nan,nan,nan,nan,nan,22.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,27,,,
71,1963,Eddie Donovan,21-59,nan,nan,nan,nan,nan,nan,21.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,26,,,
72,1962,Eddie Donovan,29-51,nan,nan,nan,nan,nan,nan,29.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,36,,,
73,1961,Carl Braun,21-58,nan,nan,nan,nan,nan,nan,21.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0,0,0,26,,,
75,1960,Andrew Levane,8-19,Carl Braun,19-29,nan,nan,nan,nan,8.0,19.0,19.0,29.0,0.0,0.0,0.0,0.0,27,48,0,0,29,39,,
76,1959,Andrew Levane,40-32,nan,nan,nan,nan,nan,nan,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,55,,,
77,1958,Vince Boryla,35-37,nan,nan,nan,nan,nan,nan,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,48,,,
78,1957,Vince Boryla,36-36,nan,nan,nan,nan,nan,nan,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,50,,,
80,1956,Joe Lapchick,26-25,Vince Boryla,9-12,nan,nan,nan,nan,26.0,25.0,9.0,12.0,0.0,0.0,0.0,0.0,51,21,0,0,50,42,,
81,1955,Joe Lapchick,38-34,nan,nan,nan,nan,nan,nan,38.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,52,,,
82,1954,Joe Lapchick,44-28,nan,nan,nan,nan,nan,nan,44.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,61,,,
83,1953,Joe Lapchick,47-23,nan,nan,nan,nan,nan,nan,47.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,0,67,,,
84,1952,Joe Lapchick,37-29,nan,nan,nan,nan,nan,nan,37.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,56,,,
85,1951,Joe Lapchick,36-30,nan,nan,nan,nan,nan,nan,36.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,54,,,
86,1950,Joe Lapchick,40-28,nan,nan,nan,nan,nan,nan,40.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,0,58,,,
